section_id,course_id,subject_code,catalog_number,instructors,status,available_seats,waitlist_total,capacity,enrolled,meeting_time,location,instruction_mode,is_asynchronous
,,,,Andrea Lang,CLOSED,,,100,59,,"Atmospheric, Oceanic and Space Sciences Building 1411",,
,,,,Andrea Lang,OPEN,,,100,59,,"Atmospheric, Oceanic and Space Sciences Building 823",,
,,,,Andrea Lang,OPEN,,,100,59,,"Atmospheric, Oceanic and Space Sciences Building 823",,
,,,,"Sharon Thoma, William Bement, John Orrock",OPEN,,,430,195,,Bascom Hall 272,,
,,,,"Sharon Thoma, William Bement, John Orrock",OPEN,,,430,244,,Bascom Hall 272,,
,,,,,CLOSED,,,0,0,,Chemistry Building 1359,,
,,,,,CLOSED,,,0,0,,Chemistry Building B331,,
,,,,,CLOSED,,,0,0,,Chemistry Building 1359,,
,,,,,CLOSED,,,0,0,,Chemistry Building 1331,,
,,,,,CLOSED,,,0,0,,Chemistry Building B331,,
,,,,,CLOSED,,,0,1,,Chemistry Building B359,,
,,,,"Alberta Gloria, Yesenia Uribe",OPEN,,,12,1,,Education Building 327,,
,,,,"Alberta Gloria, Yesenia Uribe",OPEN,,,12,1,,Education Building 327,,
,,,,"Alberta Gloria, Yesenia Uribe",OPEN,,,12,1,,Education Building 327,,
,,,,"Eric Ronk, Hilario Mantovani",OPEN,,,175,1,,,,
,,,,Aj Juarez,OPEN,,,50,32,,Lathrop Hall B101,,
,,,,Aj Juarez,OPEN,,,50,26,,Lathrop Hall B101,,
,,,,Rena Kornblum,OPEN,,,50,42,,Lathrop Hall B101,,
,,,,Rena Kornblum,OPEN,,,40,18,,Lathrop Hall 249,,
,,,,Karen Mcshane-Hellenbrand,OPEN,,,50,18,,Lathrop Hall 549,,
,,,,,OPEN,,,16,11,,Nancy Nicholas Hall 3260,,
,,,,Mary Hark,OPEN,,,16,7,,Nancy Nicholas Hall 3245,,
,,,,Steve Trost,OPEN,,,362,337,,Sewell Social Sciences 6228,,
,,,,Steve Trost,OPEN,,,362,337,,Van Hise Hall 487,,
,,,,Steve Trost,CLOSED,,,362,337,,Van Hise Hall 591,,
,,,,Steve Trost,OPEN,,,362,337,,Van Vleck Hall B317,,
,,,,Steve Trost,OPEN,,,362,337,,Sewell Social Sciences 6232,,
,,,,Steve Trost,CLOSED,,,362,337,,Sterling Hall 2329,,
,,,,Steve Trost,CLOSED,,,362,337,,Ingraham Hall 115,,
,,,,Steve Trost,CLOSED,,,362,337,,Sewell Social Sciences 6314,,
,,,,Steve Trost,CLOSED,,,362,337,,Van Hise Hall 379,,
,,,,Steve Trost,CLOSED,,,362,337,,Van Hise Hall 395,,
,,,,Steve Trost,CLOSED,,,362,337,,Van Hise Hall 495,,
,,,,Steve Trost,CLOSED,,,362,337,,Ingraham Hall 224,,
,,,,Steve Trost,CLOSED,,,362,337,,Van Vleck Hall B235,,
,,,,Steve Trost,CLOSED,,,362,337,,Van Vleck Hall B341,,
,,,,Steve Trost,CLOSED,,,362,337,,Sterling Hall 2329,,
,,,,Steve Trost,CLOSED,,,362,337,,Sewell Social Sciences 6322,,
,,,,Rebecca Glawtschew,OPEN,,,320,280,,Van Vleck Hall B129,,
,,,,Rebecca Glawtschew,OPEN,,,320,280,,Sewell Social Sciences 6322,,
,,,,Rebecca Glawtschew,OPEN,,,320,280,,Van Hise Hall 386,,
,,,,Rebecca Glawtschew,OPEN,,,320,280,,Van Vleck Hall B235,,
,,,,Rebecca Glawtschew,CLOSED,,,320,280,,Van Vleck Hall B329,,
,,,,Rebecca Glawtschew,CLOSED,,,320,280,,Van Hise Hall 378,,
,,,,Rebecca Glawtschew,CLOSED,,,320,280,,Van Vleck Hall B211,,
,,,,Rebecca Glawtschew,OPEN,,,320,280,,Sewell Social Sciences 4314,,
,,,,Rebecca Glawtschew,CLOSED,,,320,280,,Van Hise Hall 386,,
,,,,Rebecca Glawtschew,OPEN,,,320,280,,Sewell Social Sciences 6102,,
,,,,Rebecca Glawtschew,CLOSED,,,320,280,,Van Vleck Hall B341,,
,,,,Rebecca Glawtschew,CLOSED,,,320,280,,Sterling Hall 1407,,
,,,,Rebecca Glawtschew,CLOSED,,,320,280,,Sewell Social Sciences 6314,,
,,,,Rebecca Glawtschew,CLOSED,,,320,280,,Sewell Social Sciences 6322,,
,,,,Rebecca Glawtschew,CLOSED,,,320,280,,Sewell Social Sciences 6224,,
,,,,Fran Flanagan,CLOSED,,,218,180,,Van Vleck Hall B325,,
,,,,Fran Flanagan,CLOSED,,,218,180,,Van Vleck Hall B313,,
,,,,Fran Flanagan,CLOSED,,,218,180,,Sewell Social Sciences 5322,,
,,,,Fran Flanagan,CLOSED,,,218,180,,Sewell Social Sciences 6314,,
,,,,Fran Flanagan,CLOSED,,,218,180,,Van Hise Hall 590,,
,,,,Fran Flanagan,OPEN,,,218,180,,Sewell Social Sciences 6322,,
,,,,Fran Flanagan,OPEN,,,218,180,,Sewell Social Sciences 6232,,
,,,,Fran Flanagan,OPEN,,,218,180,,Van Hise Hall 591,,
,,,,Fran Flanagan,OPEN,,,218,180,,Sewell Social Sciences 5231,,
,,,,Fran Flanagan,OPEN,,,218,180,,Van Hise Hall 595,,
,,,,Fran Flanagan,OPEN,,,218,180,,Sewell Social Sciences 6314,,
,,,,Fran Flanagan,OPEN,,,218,180,,Sewell Social Sciences 4322,,
,,,,Fran Flanagan,CLOSED,,,218,180,,Van Vleck Hall B211,,
,,,,Fran Flanagan,CLOSED,,,218,180,,Van Hise Hall 479,,
,,,,Fran Flanagan,CLOSED,,,218,180,,Sewell Social Sciences 4322,,
,,,,Steve Trost,OPEN,,,362,346,,Ingraham Hall 122,,
,,,,Steve Trost,CLOSED,,,362,346,,Van Vleck Hall B203,,
,,,,Steve Trost,CLOSED,,,362,346,,Van Vleck Hall B129,,
,,,,Steve Trost,OPEN,,,362,346,,Sewell Social Sciences 6314,,
,,,,Steve Trost,CLOSED,,,362,346,,Sterling Hall 2333,,
,,,,Steve Trost,OPEN,,,362,346,,Van Vleck Hall B219,,
,,,,Steve Trost,CLOSED,,,362,346,,Sewell Social Sciences 4314,,
,,,,Steve Trost,CLOSED,,,362,346,,Sewell Social Sciences 4322,,
,,,,Steve Trost,CLOSED,,,362,346,,Sewell Social Sciences 6203,,
,,,,Steve Trost,CLOSED,,,362,346,,Ingraham Hall 222,,
,,,,Steve Trost,CLOSED,,,362,346,,Van Vleck Hall B219,,
,,,,Steve Trost,CLOSED,,,362,346,,Sterling Hall 1407,,
,,,,Steve Trost,CLOSED,,,362,346,,Van Vleck Hall B131,,
,,,,Steve Trost,CLOSED,,,362,346,,Van Vleck Hall B203,,
,,,,Steve Trost,CLOSED,,,362,346,,Sterling Hall 2329,,
,,,,Steve Trost,CLOSED,,,362,346,,Van Hise Hall 390,,
,,,,Xia Zhu Barker,OPEN,,,200,125,,Chemistry Building S413,,
,,,,Jamie Nack,OPEN,,,52,48,,Russell Laboratories A228,,
,,,,,OPEN,,,26,12,,Van Hise Hall 386,,
,,,,,OPEN,,,26,15,,Van Hise Hall 375,,
,,,,,WAITLISTED,,,26,26,,Van Hise Hall 386,,
,,,,,OPEN,,,26,24,,Van Hise Hall 482,,
,,,,,OPEN,,,26,25,,Van Hise Hall 383,,
,,,,,OPEN,,,26,14,,Van Hise Hall 479,,
,,,,Hanan Al Alawi,OPEN,,,20,10,,Sterling Hall 2301,,
,,,,Jenna Loyd,OPEN,,,201,117,,Science Hall 280C,,
,,,,Jenna Loyd,OPEN,,,201,117,,Science Hall 280C,,
,,,,Jenna Loyd,OPEN,,,201,117,,Science Hall 280C,,
,,,,Jenna Loyd,OPEN,,,201,117,,Science Hall 280C,,
,,,,Jenna Loyd,OPEN,,,201,117,,Science Hall 280C,,
,,,,Jenna Loyd,OPEN,,,201,117,,Science Hall 280C,,
,,,,Jenna Loyd,OPEN,,,201,117,,Science Hall 280C,,
,,,,Jenna Loyd,OPEN,,,201,117,,Science Hall 280C,,
,,,,Jenna Loyd,OPEN,,,201,117,,Science Hall 280C,,
,,,,Jenna Loyd,OPEN,,,201,117,,Science Hall 280C,,
,,,,Jenna Loyd,OPEN,,,201,117,,Science Hall 280C,,
,,,,Jenna Loyd,WAITLISTED,,,201,117,,Science Hall 280C,,
,,,,Jeanne Schueller,OPEN,,,22,12,,Van Hise Hall 479,,
,,,,Jeanne Schueller,OPEN,,,22,6,,Van Hise Hall 483,,
,,,,Jeanne Schueller,CLOSED,,,0,1,,Van Hise Hall 499,,
,,,,Jeanne Schueller,OPEN,,,22,13,,Engineering Hall 1209,,
,,,,Jeanne Schueller,OPEN,,,22,14,,Van Hise Hall 591,,
,,,,Judith Sone,OPEN,,,30,23,,Van Hise Hall 495,,
,,,,,OPEN,,,144,75,,Vilas Hall 4004,,
,,,,,OPEN,,,144,75,,Mosse Humanities Building 2241,,
,,,,,OPEN,,,144,75,,Mosse Humanities Building 2125,,
,,,,,OPEN,,,144,75,,Mosse Humanities Building 2631,,
,,,,,OPEN,,,144,75,,Mosse Humanities Building 2125,,
,,,,,OPEN,,,144,75,,Mosse Humanities Building 2131,,
,,,,,OPEN,,,144,75,,Mosse Humanities Building 2125,,
,,,,,OPEN,,,144,75,,Mosse Humanities Building 2631,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 225,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 225,,
,,,,Erica Simmons,OPEN,,,340,123,,Mosse Humanities Building 2131,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 225,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 225,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 115,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 225,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 225,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 225,,
,,,,Erica Simmons,OPEN,,,340,123,,Mosse Humanities Building 2231,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 223,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 223,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 223,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 223,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 225,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 225,,
,,,,Erica Simmons,OPEN,,,340,123,,Mosse Humanities Building 1221,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 225,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 223,,
,,,,Erica Simmons,OPEN,,,340,123,,Ingraham Hall 223,,
,,,,,OPEN,,,26,16,,Van Hise Hall 482,,
,,,,,OPEN,,,26,20,,Van Hise Hall 375,,
,,,,,OPEN,,,26,20,,Van Hise Hall 479,,
,,,,,OPEN,,,26,19,,Van Hise Hall 387,,
,,,,,OPEN,,,26,10,,Van Hise Hall 490,,
,,,,,OPEN,,,26,4,,Van Hise Hall 375,,
,,,,Rebecca Shields,WAITLISTED,,,288,140,,Van Hise Hall 479,,
,,,,Rebecca Shields,OPEN,,,288,140,,Van Hise Hall 582,,
,,,,Rebecca Shields,OPEN,,,288,140,,Van Hise Hall 474,,
,,,,Rebecca Shields,OPEN,,,288,140,,Sterling Hall 1407,,
,,,,Rebecca Shields,OPEN,,,288,140,,Van Hise Hall 355,,
,,,,Rebecca Shields,OPEN,,,288,140,,Van Hise Hall 390,,
,,,,Rebecca Shields,OPEN,,,288,140,,Van Hise Hall 586,,
,,,,Rebecca Shields,OPEN,,,288,140,,Van Hise Hall 586,,
,,,,Rebecca Shields,OPEN,,,288,140,,Sewell Social Sciences 6314,,
,,,,Rebecca Shields,OPEN,,,288,140,,Van Hise Hall 378,,
,,,,Rebecca Shields,OPEN,,,288,140,,Van Hise Hall 499,,
,,,,Rebecca Shields,WAITLISTED,,,288,140,,Sewell Social Sciences 4314,,
,,,,Betty Slinger,WAITLISTED,,,400,397,,Microbial Sciences 1220,,
,,,,Michael Centola,OPEN,,,20,4,,Agricultural Engineering Building 101,,
,,,,Michael Centola,OPEN,,,20,2,,1910 Linden Dr. 6,,
,,,,Benjamin Pankow,OPEN,,,20,7,,1910 Linden Dr. 6,,
,,,,,OPEN,,,180,79,,,,
,,,,,OPEN,,,180,79,,Mosse Humanities Building 2521,,
,,,,,OPEN,,,180,79,,Mosse Humanities Building 2521,,
,,,,,OPEN,,,180,79,,Mosse Humanities Building 2521,,
,,,,,OPEN,,,180,79,,Mosse Humanities Building 2521,,
,,,,,OPEN,,,180,79,,Mosse Humanities Building 2511,,
,,,,,OPEN,,,180,79,,Mosse Humanities Building 2511,,
,,,,,OPEN,,,180,79,,Mosse Humanities Building 2511,,
,,,,,OPEN,,,180,79,,Mosse Humanities Building 2511,,
,,,,Alexandra Flint,CLOSED,,,12,12,,Mosse Humanities Building 2561,,
,,,,Alexandra Flint,OPEN,,,12,0,,Mosse Humanities Building 2561,,
,,,,Alexandra Flint,CLOSED,,,12,12,,Mosse Humanities Building 2561,,
,,,,Alexandra Flint,OPEN,,,12,7,,Mosse Humanities Building 2561,,
,,,,Adam Stroik,OPEN,,,25,3,,1610 University Ave. 106,,
,,,,Martha Gibson,WAITLISTED,,,66,50,,Mosse Humanities Building 2261,,
,,,,Martha Gibson,OPEN,,,66,50,,Mosse Humanities Building 2121,,
,,,,Martha Gibson,WAITLISTED,,,66,50,,Mosse Humanities Building 2619,,
,,,,Farid Masrour,WAITLISTED,,,66,59,,Mosse Humanities Building 2101,,
,,,,Farid Masrour,OPEN,,,66,59,,Mosse Humanities Building 2653,,
,,,,Farid Masrour,WAITLISTED,,,66,59,,Mosse Humanities Building 2101,,
,,,,Annina Loets,WAITLISTED,,,69,69,,Mosse Humanities Building 2211,,
,,,,Annina Loets,WAITLISTED,,,69,69,,Mosse Humanities Building 2221,,
,,,,Annina Loets,WAITLISTED,,,69,69,,Mosse Humanities Building 2221,,
,,,,Farid Masrour,WAITLISTED,,,69,69,,Mosse Humanities Building 2211,,
,,,,Farid Masrour,WAITLISTED,,,69,69,,Mosse Humanities Building 2231,,
,,,,Farid Masrour,WAITLISTED,,,69,69,,Mosse Humanities Building 2211,,
,,,,Michael Titelbaum,WAITLISTED,,,69,69,,Mosse Humanities Building 2111,,
,,,,Michael Titelbaum,WAITLISTED,,,69,69,,Mosse Humanities Building 2121,,
,,,,Michael Titelbaum,WAITLISTED,,,69,69,,Mosse Humanities Building 2653,,
,,,,,WAITLISTED,,,69,69,,Mosse Humanities Building 2231,,
,,,,,WAITLISTED,,,69,69,,Mosse Humanities Building 2101,,
,,,,,WAITLISTED,,,69,69,,Mosse Humanities Building 2221,,
,,,,,CLOSED,,,0,0,,Education Building L196,,
,,,,,CLOSED,,,0,0,,Mosse Humanities Building 2231,,
,,,,,CLOSED,,,0,0,,Mosse Humanities Building 2241,,
,,,,,OPEN,,,24,19,,Van Hise Hall 355,,
,,,,Ida Johnson,OPEN,,,20,12,,Van Hise Hall 0818A,,
,,,,Ida Johnson,OPEN,,,20,5,,Van Hise Hall 390,,
,,,,Anna Tumarkin,OPEN,,,18,12,,Engineering Hall 3534,,
,,,,Anna Tumarkin,OPEN,,,18,6,,Van Hise Hall 390,,
,,,,Anna Tumarkin,OPEN,,,18,8,,Van Hise Hall 395,,
,,,,Anna Tumarkin,OPEN,,,18,2,,Van Hise Hall 499,,
,,,,Xia Zhu Barker,OPEN,,,200,53,,Chemistry Building S413,,
,,,,,CLOSED,,,0,0,,Van Hise Hall 590,,
,,,,,WAITLISTED,,,27,27,,Van Hise Hall 579,,
,,,,,WAITLISTED,,,27,27,,Van Hise Hall 374,,
,,,,,WAITLISTED,,,27,27,,Van Hise Hall 375,,
,,,,,WAITLISTED,,,27,27,,Van Hise Hall 375,,
,,,,,CLOSED,,,5,5,,Van Hise Hall 590,,
,,,,,WAITLISTED,,,27,27,,Van Hise Hall 482,,
,,,,,OPEN,,,12,9,,Van Hise Hall 391,,
,,,,,WAITLISTED,,,27,27,,Van Hise Hall 386,,
,,,,"Sharon Thoma, William Bement, John Orrock",OPEN,,,430,85,,Bascom Hall 272,,
,,,,"Sharon Thoma, William Bement, John Orrock",OPEN,,,430,95,,Bascom Hall 272,,
,,,,"Eric Ronk, Hilario Mantovani",CLOSED,,,43,42,,Animal Science Building 134,,
,,,,"Eric Ronk, Hilario Mantovani",OPEN,,,43,36,,Animal Science Building 134,,
,,,,"Eric Ronk, Hilario Mantovani",CLOSED,,,43,41,,Animal Science Building 134,,
,,,,Nam Kim,OPEN,,,20,7,,Sewell Social Sciences 5322,,
,,,,Nam Kim,OPEN,,,154,95,,Sewell Social Sciences 5322,,
,,,,Nam Kim,OPEN,,,154,95,,Sewell Social Sciences 5322,,
,,,,Nam Kim,OPEN,,,154,95,,Sewell Social Sciences 5322,,
,,,,Nam Kim,OPEN,,,154,95,,Sewell Social Sciences 5322,,
,,,,Nam Kim,OPEN,,,154,95,,Sewell Social Sciences 5322,,
,,,,Nam Kim,OPEN,,,154,95,,Sewell Social Sciences 6322,,
,,,,Nam Kim,OPEN,,,154,95,,Sewell Social Sciences 5322,,
,,,,,CLOSED,,,20,20,,Mosse Humanities Building 6231,,
,,,,,WAITLISTED,,,20,12,,Mosse Humanities Building 6231,,
,,,,,OPEN,,,20,8,,Mosse Humanities Building 6231,,
,,,,,WAITLISTED,,,20,20,,Mosse Humanities Building 6231,,
,,,,,OPEN,,,20,6,,Mosse Humanities Building 6231,,
,,,,,WAITLISTED,,,20,13,,Mosse Humanities Building 6231,,
,,,,,OPEN,,,197,35,,Weeks Hall for Geological Sciences AB20,,
,,,,Gale Oakes,CLOSED,,,24,16,,Noland Hall 251,,
,,,,Gale Oakes,CLOSED,,,24,18,,Noland Hall 241,,
,,,,Gale Oakes,OPEN,,,22,11,,Noland Hall 241,,
,,,,Gale Oakes,CLOSED,,,24,14,,Noland Hall 251,,
,,,,Gale Oakes,CLOSED,,,24,15,,Noland Hall 241,,
,,,,Gale Oakes,CLOSED,,,24,17,,Noland Hall 251,,
,,,,Gale Oakes,CLOSED,,,24,16,,Noland Hall 241,,
,,,,Gale Oakes,CLOSED,,,24,14,,Noland Hall 241,,
,,,,Gale Oakes,CLOSED,,,24,16,,Noland Hall 251,,
,,,,Gale Oakes,CLOSED,,,24,17,,Noland Hall 251,,
,,,,Gale Oakes,CLOSED,,,24,15,,Noland Hall 241,,
,,,,Gale Oakes,CLOSED,,,24,15,,Noland Hall 241,,
,,,,Gale Oakes,CLOSED,,,24,19,,Noland Hall 251,,
,,,,Gale Oakes,OPEN,,,24,16,,Noland Hall 241,,
,,,,,CLOSED,,,0,1,,Chemistry Building 2359,,
,,,,Alice Gaber,OPEN,,,20,6,,Van Hise Hall 374,,
,,,,Alex Dressler,CLOSED,,,150,150,,Animal Science Building 212,,
,,,,Alice Gaber,OPEN,,,20,6,,Van Hise Hall 374,,
,,,,Alex Dressler,CLOSED,,,150,150,,Animal Science Building 212,,
,,,,Jeff Nyhoff,OPEN,,,175,84,,Engineering Hall 1800,,
,,,,"Eric Ronk, Hilario Mantovani",CLOSED,,,43,1,,Animal Science Building 134,,
,,,,"Eric Ronk, Hilario Mantovani",OPEN,,,43,0,,Animal Science Building 134,,
,,,,"Eric Ronk, Hilario Mantovani",CLOSED,,,43,2,,Animal Science Building 134,,
,,,,Stella Chan,CLOSED,,,96,96,,Ingraham Hall 222,,
,,,,Stella Chan,CLOSED,,,96,96,,Sterling Hall 2319,,
,,,,Stella Chan,CLOSED,,,96,96,,Van Vleck Hall B321,,
,,,,Stella Chan,CLOSED,,,96,96,,Van Hise Hall 595,,
,,,,David Johnson,CLOSED,,,242,195,,Ingraham Hall 225,,
,,,,David Johnson,CLOSED,,,242,195,,Van Vleck Hall B321,,
,,,,David Johnson,OPEN,,,242,195,,Van Hise Hall 383,,
,,,,David Johnson,OPEN,,,242,195,,Sewell Social Sciences 6314,,
,,,,David Johnson,OPEN,,,242,195,,Sewell Social Sciences 6322,,
,,,,David Johnson,CLOSED,,,242,195,,Sewell Social Sciences 4314,,
,,,,David Johnson,OPEN,,,242,195,,Van Hise Hall 583,,
,,,,David Johnson,CLOSED,,,242,195,,Sewell Social Sciences 4314,,
,,,,David Johnson,CLOSED,,,242,195,,Sewell Social Sciences 6314,,
,,,,David Johnson,CLOSED,,,242,195,,Van Hise Hall 487,,
,,,,David Johnson,OPEN,,,242,195,,Van Hise Hall 375,,
,,,,David Johnson,CLOSED,,,242,195,,Van Vleck Hall B235,,
,,,,David Johnson,OPEN,,,242,195,,Van Hise Hall 387,,
,,,,Stella Chan,OPEN,,,300,290,,Sewell Social Sciences 6112,,
,,,,Stella Chan,CLOSED,,,300,290,,Van Vleck Hall B325,,
,,,,Stella Chan,CLOSED,,,300,290,,Ingraham Hall 120,,
,,,,Stella Chan,CLOSED,,,300,290,,Sewell Social Sciences 4314,,
,,,,Stella Chan,OPEN,,,300,290,,Sewell Social Sciences 5322,,
,,,,Stella Chan,CLOSED,,,300,290,,Sewell Social Sciences 6224,,
,,,,Stella Chan,CLOSED,,,300,290,,Van Vleck Hall B219,,
,,,,Stella Chan,CLOSED,,,300,290,,Van Vleck Hall B325,,
,,,,Stella Chan,CLOSED,,,300,290,,Ingraham Hall 224,,
,,,,Stella Chan,OPEN,,,300,290,,Van Vleck Hall B325,,
,,,,Stella Chan,OPEN,,,300,290,,Van Vleck Hall B235,,
,,,,Stella Chan,CLOSED,,,300,290,,Ingraham Hall 214,,
,,,,Stella Chan,CLOSED,,,300,290,,Van Hise Hall 491,,
,,,,,OPEN,,,197,46,,Weeks Hall for Geological Sciences AB20,,
,,,,,OPEN,,,26,5,,Van Hise Hall 599,,
,,,,,OPEN,,,26,17,,Van Hise Hall 479,,
,,,,,OPEN,,,26,6,,Van Hise Hall 386,,
,,,,Katherine Phelps,CLOSED,,,240,236,,Sterling Hall 1310,,
,,,,Katherine Phelps,WAITLISTED,,,240,236,,Sterling Hall 2335,,
,,,,Katherine Phelps,WAITLISTED,,,240,236,,Sterling Hall 1339,,
,,,,Katherine Phelps,OPEN,,,240,236,,Education Building 151,,
,,,,Katherine Phelps,WAITLISTED,,,240,236,,Sterling Hall 2425,,
,,,,Katherine Phelps,WAITLISTED,,,240,236,,Vilas Hall 4013,,
,,,,Katherine Phelps,OPEN,,,240,236,,Vilas Hall 4041,,
,,,,Katherine Phelps,WAITLISTED,,,240,236,,School of Social Work Building 106,,
,,,,Katherine Phelps,WAITLISTED,,,240,236,,Sterling Hall 2335,,
,,,,Katherine Phelps,WAITLISTED,,,240,236,,Sterling Hall 2425,,
,,,,Katherine Phelps,WAITLISTED,,,240,236,,Sterling Hall 2425,,
,,,,Katherine Phelps,WAITLISTED,,,240,236,,Sterling Hall 2335,,
,,,,Katherine Phelps,WAITLISTED,,,240,236,,Sterling Hall 2425,,
,,,,,OPEN,,,197,34,,Weeks Hall for Geological Sciences AB20,,
,,,,Jeanne Schueller,OPEN,,,22,16,,Van Hise Hall 383,,
,,,,Jeanne Schueller,OPEN,,,22,13,,Computer Sciences 1221,,
,,,,Simon Balto,OPEN,,,144,58,,Mosse Humanities Building 2631,,
,,,,Simon Balto,OPEN,,,144,58,,Mosse Humanities Building 2631,,
,,,,Simon Balto,OPEN,,,144,58,,Mosse Humanities Building 2131,,
,,,,Simon Balto,OPEN,,,144,58,,Mosse Humanities Building 2131,,
,,,,Simon Balto,OPEN,,,144,58,,Mosse Humanities Building 2211,,
,,,,Simon Balto,OPEN,,,144,58,,Mosse Humanities Building 2211,,
,,,,Simon Balto,OPEN,,,144,58,,Mosse Humanities Building 2631,,
,,,,Simon Balto,OPEN,,,144,58,,Mosse Humanities Building 2115,,
,,,,,OPEN,,,26,11,,Van Hise Hall 386,,
,,,,,OPEN,,,26,12,,Van Hise Hall 391,,
,,,,Jeff Nyhoff,OPEN,,,175,39,,Engineering Hall 1800,,
,,,,Michelle Rondon,WAITLISTED,,,40,39,,Microbial Sciences 2425,,
,,,,Michelle Rondon,WAITLISTED,,,40,40,,Microbial Sciences 2425,,
,,,,Michelle Rondon,WAITLISTED,,,40,40,,Microbial Sciences 2425,,
,,,,Michelle Rondon,WAITLISTED,,,40,39,,,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2511,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2511,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2511,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2511,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2511,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2511,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2521,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2521,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2521,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2521,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2551,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2551,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2511,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2511,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2411,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2551,,
,,,,Matt Endres,CLOSED,,,396,360,,Educational Sciences 218,,
,,,,Matt Endres,CLOSED,,,396,360,,Mosse Humanities Building 2637,,
,,,,Alexandra Flint,OPEN,,,10,7,,Mosse Humanities Building 2561,,
,,,,Corrie Norman Grieser,OPEN,,,20,13,,Van Hise Hall 487,,
,,,,Corrie Norman Grieser,CLOSED,,,160,138,,Sewell Social Sciences 6310,,
,,,,Corrie Norman Grieser,OPEN,,,160,138,,Sewell Social Sciences 6310,,
,,,,Corrie Norman Grieser,CLOSED,,,160,138,,Sewell Social Sciences 6310,,
,,,,Corrie Norman Grieser,CLOSED,,,160,138,,Sewell Social Sciences 6310,,
,,,,Corrie Norman Grieser,CLOSED,,,160,138,,Sewell Social Sciences 6314,,
,,,,Corrie Norman Grieser,CLOSED,,,160,138,,Sewell Social Sciences 4314,,
,,,,Corrie Norman Grieser,CLOSED,,,160,138,,Sewell Social Sciences 4314,,
,,,,Corrie Norman Grieser,OPEN,,,160,138,,Sewell Social Sciences 6322,,
,,,,,WAITLISTED,,,27,27,,Van Hise Hall 374,,
,,,,,OPEN,,,27,26,,Van Hise Hall 595,,
,,,,Steve Fondow,WAITLISTED,,,27,26,,Van Hise Hall 386,,
,,,,Steve Fondow,CLOSED,,,25,25,,Van Hise Hall 375,,
,,,,,CLOSED,,,0,0,,Van Hise Hall 595,,
,,,,,WAITLISTED,,,27,27,,Van Hise Hall 591,,
,,,,,CLOSED,,,0,0,,Van Hise Hall 375,,
,,,,,OPEN,,,27,25,,Van Hise Hall 387,,
,,,,Gale Oakes,CLOSED,,,24,8,,Noland Hall 251,,
,,,,Gale Oakes,CLOSED,,,24,6,,Noland Hall 241,,
,,,,Gale Oakes,OPEN,,,22,8,,Noland Hall 241,,
,,,,Gale Oakes,CLOSED,,,24,10,,Noland Hall 251,,
,,,,Gale Oakes,CLOSED,,,24,9,,Noland Hall 241,,
,,,,Gale Oakes,CLOSED,,,24,7,,Noland Hall 251,,
,,,,Gale Oakes,CLOSED,,,24,8,,Noland Hall 241,,
,,,,Gale Oakes,CLOSED,,,24,10,,Noland Hall 241,,
,,,,Gale Oakes,CLOSED,,,24,8,,Noland Hall 251,,
